STEP, TIME, CPUS, MULTIPLEDOMAIN, HIGHESTTIMEBIN, CPU_ALL1, CPU_ALL2, CPU_ALL3, CPU_TREE1, CPU_TREE2, CPU_TREE3, CPU_TREEBUILD1, CPU_TREEBUILD2, CPU_TREEBUILD3, CPU_TREEBUILD_INSERT1, CPU_TREEBUILD_INSERT2, CPU_TREEBUILD_INSERT3, CPU_TREEBUILD_BRANCHES1, CPU_TREEBUILD_BRANCHES2, CPU_TREEBUILD_BRANCHES3, CPU_TREEBUILD_TOPLEVEL1, CPU_TREEBUILD_TOPLEVEL2, CPU_TREEBUILD_TOPLEVEL3, CPU_TREEFORCE1, CPU_TREEFORCE2, CPU_TREEFORCE3, CPU_TREEWALK1, CPU_TREEWALK2, CPU_TREEWALK3, CPU_TREEIMBALANCE1, CPU_TREEIMBALANCE2, CPU_TREEIMBALANCE3, CPU_TREEFETCH1, CPU_TREEFETCH2, CPU_TREEFETCH3, CPU_TREESTACK1, CPU_TREESTACK2, CPU_TREESTACK3, CPU_NGBTREEUPDATEVEL1, CPU_NGBTREEUPDATEVEL2, CPU_NGBTREEUPDATEVEL3, CPU_NGBTREEUPDATEMAXHSML1, CPU_NGBTREEUPDATEMAXHSML2, CPU_NGBTREEUPDATEMAXHSML3, CPU_SPH1, CPU_SPH2, CPU_SPH3, CPU_DENSITY1, CPU_DENSITY2, CPU_DENSITY3, CPU_DENSWALK1, CPU_DENSWALK2, CPU_DENSWALK3, CPU_DENSFETCH1, CPU_DENSFETCH2, CPU_DENSFETCH3, CPU_DENSIMBALANCE1, CPU_DENSIMBALANCE2, CPU_DENSIMBALANCE3, CPU_HYDRO1, CPU_HYDRO2, CPU_HYDRO3, CPU_HYDROWALK1, CPU_HYDROWALK2, CPU_HYDROWALK3, CPU_HYDROFETCH1, CPU_HYDROFETCH2, CPU_HYDROFETCH3, CPU_HYDROIMBALANCE1, CPU_HYDROIMBALANCE2, CPU_HYDROIMBALANCE3, CPU_DOMAIN1, CPU_DOMAIN2, CPU_DOMAIN3, CPU_PEANO1, CPU_PEANO2, CPU_PEANO3, CPU_DRIFTS1, CPU_DRIFTS2, CPU_DRIFTS3, CPU_TIMELINE1, CPU_TIMELINE2, CPU_TIMELINE3, CPU_TREE_TIMESTEPS1, CPU_TREE_TIMESTEPS2, CPU_TREE_TIMESTEPS3, CPU_SNAPSHOT1, CPU_SNAPSHOT2, CPU_SNAPSHOT3, CPU_LOGS1, CPU_LOGS2, CPU_LOGS3, CPU_RESTART1, CPU_RESTART2, CPU_RESTART3, CPU_MISC1, CPU_MISC2, CPU_MISC3, 
0, 0, 1, 20, 4.034718, 4.034718, 100.000000, 3.843461, 3.843461, 95.259719, 0.053119, 0.053119, 1.316547, 0.047935, 0.047935, 1.188057, 0.004009, 0.004009, 0.099357, 0.001155, 0.001155, 0.028630, 3.790282, 3.790282, 93.941671, 3.787607, 3.787607, 93.875382, 0.000004, 0.000004, 0.000106, 0.000234, 0.000234, 0.005809, 0.002436, 0.002436, 0.060374, 0.000004, 0.000004, 0.000089, 0.000004, 0.000004, 0.000095, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.092459, 0.092459, 2.291596, 0.018888, 0.018888, 0.468131, 0.008889, 0.008889, 0.220306, 0.003226, 0.003226, 0.079963, 0.000000, 0.000000, 0.000000, 0.052170, 0.052170, 1.293022, 0.002888, 0.002888, 0.071572, 0.000000, 0.000000, 0.000000, 0.012730, 0.012730, 0.315509, 
1, 0.00146484, 1, 18, 0.555712, 4.590430, 100.000000, 0.516275, 4.359736, 94.974462, 0.018237, 0.071356, 1.554447, 0.015717, 0.063652, 1.386620, 0.001968, 0.005977, 0.130204, 0.000548, 0.001704, 0.037110, 0.498013, 4.288295, 93.418145, 0.497449, 4.285057, 93.347607, 0.000002, 0.000006, 0.000140, 0.000213, 0.000447, 0.009738, 0.000349, 0.002784, 0.060659, 0.000004, 0.000008, 0.000171, 0.000004, 0.000008, 0.000166, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025838, 0.118298, 2.577048, 0.006796, 0.025684, 0.559509, 0.004629, 0.013517, 0.294469, 0.000595, 0.003821, 0.083247, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 1.136490, 0.001155, 0.004043, 0.088077, 0.000000, 0.000000, 0.000000, 0.000415, 0.013145, 0.286361, 
2, 0.00292969, 1, 19, 0.917327, 5.507757, 100.000000, 0.875352, 5.235088, 95.049363, 0.018074, 0.089430, 1.623707, 0.015554, 0.079206, 1.438081, 0.001929, 0.007906, 0.143542, 0.000588, 0.002291, 0.041600, 0.857243, 5.145538, 93.423474, 0.856678, 5.141735, 93.354425, 0.000003, 0.000009, 0.000164, 0.000002, 0.000449, 0.008151, 0.000561, 0.003345, 0.060733, 0.000005, 0.000013, 0.000238, 0.000004, 0.000012, 0.000212, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026068, 0.144365, 2.621127, 0.006878, 0.032562, 0.591199, 0.006415, 0.019932, 0.361895, 0.000586, 0.004407, 0.080013, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.947206, 0.001181, 0.005224, 0.094848, 0.000000, 0.000000, 0.000000, 0.000839, 0.013984, 0.253900, 
3, 0.00439453, 1, 18, 0.553974, 6.061731, 100.000000, 0.514303, 5.749391, 94.847338, 0.017358, 0.106787, 1.761666, 0.015074, 0.094280, 1.555335, 0.001745, 0.009650, 0.159203, 0.000536, 0.002827, 0.046644, 0.496915, 5.642453, 93.083195, 0.496615, 5.638350, 93.015501, 0.000002, 0.000011, 0.000181, 0.000002, 0.000451, 0.007438, 0.000297, 0.003642, 0.060075, 0.000005, 0.000018, 0.000291, 0.000004, 0.000015, 0.000256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026587, 0.170953, 2.820194, 0.006231, 0.038793, 0.639959, 0.004576, 0.024508, 0.404315, 0.000704, 0.005111, 0.084319, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.860642, 0.001150, 0.006374, 0.105153, 0.000000, 0.000000, 0.000000, 0.000414, 0.014399, 0.237532, 
4, 0.00585938, 1, 20, 1.356776, 7.418508, 100.000000, 1.312013, 7.061404, 95.186309, 0.017927, 0.124714, 1.681122, 0.015397, 0.109677, 1.478425, 0.001967, 0.011618, 0.156607, 0.000559, 0.003387, 0.045653, 1.294053, 6.936506, 93.502712, 1.293077, 6.931426, 93.434239, 0.000003, 0.000014, 0.000186, 0.000002, 0.000453, 0.006106, 0.000971, 0.004613, 0.062181, 0.000005, 0.000023, 0.000312, 0.000003, 0.000019, 0.000254, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025876, 0.196829, 2.653210, 0.006478, 0.045271, 0.610243, 0.009203, 0.033712, 0.454430, 0.000603, 0.005715, 0.077032, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.703238, 0.001067, 0.007441, 0.100304, 0.000000, 0.000000, 0.000000, 0.001527, 0.015925, 0.214668, 
5, 0.00732422, 1, 18, 0.554616, 7.973124, 100.000000, 0.514604, 7.576008, 95.019324, 0.018630, 0.143344, 1.797839, 0.016122, 0.125799, 1.577790, 0.001934, 0.013552, 0.169973, 0.000570, 0.003956, 0.049621, 0.495938, 7.432444, 93.218722, 0.495561, 7.426987, 93.150286, 0.000002, 0.000016, 0.000200, 0.000002, 0.000455, 0.005705, 0.000373, 0.004986, 0.062530, 0.000005, 0.000028, 0.000350, 0.000004, 0.000022, 0.000281, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025529, 0.222358, 2.788844, 0.007379, 0.052650, 0.660343, 0.004552, 0.038264, 0.479913, 0.000983, 0.006698, 0.084006, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.654321, 0.001126, 0.008567, 0.107447, 0.000000, 0.000000, 0.000000, 0.000433, 0.016359, 0.205172, 
6, 0.00878906, 1, 19, 0.920120, 8.893243, 100.000000, 0.878237, 8.454246, 95.063696, 0.017730, 0.161074, 1.811194, 0.015316, 0.141115, 1.586771, 0.001833, 0.015385, 0.173001, 0.000578, 0.004534, 0.050983, 0.860477, 8.292921, 93.249687, 0.859833, 8.286820, 93.181085, 0.000003, 0.000019, 0.000209, 0.000002, 0.000457, 0.005137, 0.000640, 0.005625, 0.063256, 0.000005, 0.000033, 0.000373, 0.000003, 0.000026, 0.000290, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026095, 0.248453, 2.793732, 0.006627, 0.059277, 0.666540, 0.006409, 0.044673, 0.502322, 0.000611, 0.007309, 0.082186, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.586623, 0.001184, 0.009751, 0.109649, 0.000000, 0.000000, 0.000000, 0.000947, 0.017305, 0.194590, 
7, 0.0102539, 1, 18, 0.554789, 9.448032, 100.000000, 0.515252, 8.969498, 94.935096, 0.017829, 0.178903, 1.893546, 0.015295, 0.156410, 1.655479, 0.001959, 0.017344, 0.183575, 0.000572, 0.005106, 0.054045, 0.497391, 8.790312, 93.038557, 0.497095, 8.783915, 92.970847, 0.000002, 0.000021, 0.000222, 0.000002, 0.000459, 0.004855, 0.000292, 0.005918, 0.062633, 0.000005, 0.000038, 0.000399, 0.000004, 0.000029, 0.000310, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026084, 0.274537, 2.905760, 0.006710, 0.065987, 0.698422, 0.004527, 0.049200, 0.520741, 0.000609, 0.007918, 0.083807, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.552176, 0.001156, 0.010907, 0.115444, 0.000000, 0.000000, 0.000000, 0.000442, 0.017748, 0.187845, 
8, 0.0117188, 1, 20, 1.363614, 10.811646, 100.000000, 1.319130, 10.288628, 95.162458, 0.018343, 0.197246, 1.824383, 0.015969, 0.172379, 1.594387, 0.001824, 0.019169, 0.177296, 0.000546, 0.005652, 0.052274, 1.300750, 10.091063, 93.335120, 1.299737, 10.083652, 93.266582, 0.000002, 0.000023, 0.000216, 0.000002, 0.000461, 0.004260, 0.001009, 0.006926, 0.064061, 0.000005, 0.000042, 0.000390, 0.000004, 0.000033, 0.000304, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025721, 0.300258, 2.777176, 0.006327, 0.072314, 0.668853, 0.009216, 0.058415, 0.540301, 0.000621, 0.008539, 0.078984, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.482533, 0.001064, 0.011971, 0.110723, 0.000000, 0.000000, 0.000000, 0.001527, 0.019275, 0.178277, 
9, 0.0131836, 1, 18, 0.572665, 11.384311, 100.000000, 0.512421, 10.801049, 94.876614, 0.017390, 0.214635, 1.885361, 0.015179, 0.187558, 1.647517, 0.001687, 0.020855, 0.183194, 0.000520, 0.006172, 0.054217, 0.495003, 10.586066, 92.988197, 0.494728, 10.578380, 92.920690, 0.000002, 0.000026, 0.000226, 0.000002, 0.000463, 0.004065, 0.000271, 0.007197, 0.063216, 0.000004, 0.000046, 0.000406, 0.000004, 0.000037, 0.000323, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025113, 0.325372, 2.858069, 0.008259, 0.080573, 0.707751, 0.004610, 0.063025, 0.553615, 0.000610, 0.009149, 0.080366, 0.000000, 0.000000, 0.000000, 0.000000, 0.052170, 0.458260, 0.021228, 0.033199, 0.291621, 0.000000, 0.000000, 0.000000, 0.000417, 0.019692, 0.172974, 
